GO_Term	IcSeco
http://purl.obolibrary.org/obo/GO_0051536	0.8513813425724212
http://purl.obolibrary.org/obo/GO_0075507	1.0
http://purl.obolibrary.org/obo/GO_0075508	1.0
http://purl.obolibrary.org/obo/GO_0075509	0.8513813425724212
http://purl.obolibrary.org/obo/GO_0002560	0.9359934281536016
http://purl.obolibrary.org/obo/GO_0051539	1.0
http://purl.obolibrary.org/obo/GO_0002561	1.0
http://purl.obolibrary.org/obo/GO_1905940	0.8719868563072033
http://purl.obolibrary.org/obo/GO_1905941	0.8719868563072033
http://purl.obolibrary.org/obo/GO_1905942	0.898551983823744
http://purl.obolibrary.org/obo/GO_1905943	1.0
http://purl.obolibrary.org/obo/GO_1905944	1.0
http://purl.obolibrary.org/obo/GO_1905945	0.898551983823744
http://purl.obolibrary.org/obo/GO_1905946	1.0
http://purl.obolibrary.org/obo/GO_1905947	1.0
http://purl.obolibrary.org/obo/GO_1905948	1.0
http://purl.obolibrary.org/obo/GO_1905949	1.0
http://purl.obolibrary.org/obo/GO_0051530	1.0
http://purl.obolibrary.org/obo/GO_0002577	0.617414803130468
http://purl.obolibrary.org/obo/GO_0051544	1.0
http://purl.obolibrary.org/obo/GO_0002578	0.706532268284549
http://purl.obolibrary.org/obo/GO_0051545	1.0
http://purl.obolibrary.org/obo/GO_0002579	0.7233681988796243
http://purl.obolibrary.org/obo/GO_0051542	1.0
http://purl.obolibrary.org/obo/GO_0051543	0.898551983823744
http://purl.obolibrary.org/obo/GO_0002573	0.7499333263961652
http://purl.obolibrary.org/obo/GO_0051548	1.0
http://purl.obolibrary.org/obo/GO_0051549	1.0
http://purl.obolibrary.org/obo/GO_0002574	1.0
http://purl.obolibrary.org/obo/GO_0002575	1.0
http://purl.obolibrary.org/obo/GO_0051546	1.0
http://purl.obolibrary.org/obo/GO_0002576	1.0
http://purl.obolibrary.org/obo/GO_0051547	0.898551983823744
http://purl.obolibrary.org/obo/GO_0002570	1.0
http://purl.obolibrary.org/obo/GO_0002571	1.0
http://purl.obolibrary.org/obo/GO_0002572	1.0
http://purl.obolibrary.org/obo/GO_1905960	0.9359934281536016
http://purl.obolibrary.org/obo/GO_1905950	1.0
http://purl.obolibrary.org/obo/GO_1905951	1.0
http://purl.obolibrary.org/obo/GO_1905952	0.5354794836295147
http://purl.obolibrary.org/obo/GO_1905953	0.6351343956247393
http://purl.obolibrary.org/obo/GO_1905954	0.6351343956247393
http://purl.obolibrary.org/obo/GO_1905955	1.0
http://purl.obolibrary.org/obo/GO_1905956	1.0
http://purl.obolibrary.org/obo/GO_1905957	0.7971039676474881
http://purl.obolibrary.org/obo/GO_1905958	0.898551983823744
